BubbleSort
50	593649.44
100	111370.2
150	191526.77
200	333624.7
250	395614.44
300	614391.3
350	824616.06
400	1066290.4
450	1334963.6
500	1737060.0
550	2402464.2
600	2254656.0
650	2588869.0
700	2980236.5
750	3405789.5
800	3794889.2
850	4314354.0
900	4825076.5
950	5309212.0
1000	5901227.5
