SelectionSort
50	422526.3
100	95989.84
150	117495.28
200	186998.7
250	202071.0
300	317942.47
350	401495.16
400	535233.9
450	699066.94
500	879980.06
550	1248538.1
600	1125303.2
650	1309648.8
700	1507260.6
750	1736338.4
800	1923786.8
850	2178655.2
900	2438889.0
950	2665823.0
1000	2966258.0
