MergeSort
50	72129.69
100	48659.05
150	85203.86
200	116680.2
250	118986.42
300	165266.7
350	190488.34
400	224340.48
450	266002.0
500	305408.5
550	375778.2
600	359208.56
650	335043.62
700	368678.53
750	395898.38
800	422475.12
850	465896.62
900	474140.9
950	506915.47
1000	534352.9
